big_type_id,big_type_name,type_id,type_name,type_id,type_name,tag_2,tag_3,tag_2index,tag_3index,Wayz-CategoryID
20,购物,128,眼镜店,,,普通消费,,,,40412
55,结婚,191,珠宝首饰,,,,,,,40413
20,购物,123,化妆品,,,,,,,40414
20,购物,235,药妆店,,,药房,,,,40414
50,丽人,123,化妆品,,,,,,,40414
85,医疗健康,235,药店,,,药房,,,,40414
20,购物,32720,奢侈品,,,,奢侈,,,40415
20,购物,34207,轻奢,,,轻奢,,,,40415
20,购物,26101,办公、文化用品,,,,普通消费,,,40416
20,购物,26101,办公/文化用品,,,,普通消费,,,40416
80,生活服务,34023,情趣生活,34024,成人用品有人店,,,,,40417
80,生活服务,34023,情趣生活,34025,成人用品无人店,,,,,40417
80,生活服务,34023,情趣生活,,,,,,,40417
20,购物,127,书店音像,,,,普通消费,,,40418
20,购物,127,图书音像,,,,普通消费,,,40418
,,,,,,,,,,40419
20,购物,34114,乐器,,,轻奢,,,,40420
20,购物,3046,西洋打击乐器,,,轻奢,,,,40420
20,购物,34098,西洋管乐器,,,轻奢,,,,40420
20,购物,3041,西洋键盘乐器,,,轻奢,,,,40420
20,购物,3042,西洋弦乐器,,,轻奢,,,,40420
10,美食,2714,水果生鲜,34285,水果店,,大众消费,,,40421
10,美食,2714,水果生鲜,34286,生鲜,,大众消费,,,40421
10,美食,2714,水果生鲜,,,,,,,40421
20,购物,2714,水果生鲜,34285,水果店,,大众消费,,,40421
20,购物,2714,水果生鲜,34286,生鲜,,大众消费,,,40421
20,购物,2714,水果生鲜,,,,,,,40421
20,购物,125,母婴购物,27809,儿童服饰,,,,,40422
20,购物,125,母婴购物,27810,玩具,,,,,40422
20,购物,125,母婴购物,27811,婴儿用品,,,,,40422
20,购物,125,母婴购物,27812,孕妈用品,,,,,40422
20,购物,125,亲子购物,,,,,,,40422
20,购物,125,母婴购物,,,,,,,40422
70,亲子,125,母婴购物,27809,儿童服饰,,,,,40422
70,亲子,125,母婴购物,27810,玩具,,,,,40422
70,亲子,125,母婴购物,27811,婴儿用品,,,,,40422
70,亲子,125,母婴购物,27812,孕妈用品,,,,,40422
70,亲子,125,母婴购物,,,,,,,40422
20,购物,34124,杂货礼品,,,,,,,40423
20,购物,34208,快时尚,,,潮流时尚,,,,40423
20,购物,34269,配饰,6717,饰品,,,,,40423
20,购物,34269,配饰,33904,服装配饰,,,,,40423
20,购物,34269,配饰,,,,,,,40423
,,,,,,,,,,40500
,,,,,,,,,,40600
20,购物,130,品牌折扣店,,,,,,,40700
20,购物,130,折扣店,,,,,,,40700
20,购物,32739,免税店,,,,,,,40800
20,购物,129,特色集市,,,潮流时尚,,,,40900
,,,,,,,,,,40901
20,购物,32696,京味儿购物,32697,老北京手工艺,复古,,,,40902
20,购物,32696,京味儿购物,32698,古玩字画,复古,,,,40902
20,购物,32698,古玩字画,,,复古,,,,40902
,,,,,,,,,,40903
20,购物,33760,烟酒茶叶,,,,,,,40904
,,,,,,,,,,40905
65,爱车,,,,,,,,,50000
34259,交通枢纽,3080,其他交通,,,,,,,50000
34259,交通枢纽,34260,市内交通,,,,,,,50000
34259,交通枢纽,34261,城际交通,,,,,,,50000
34259,交通枢纽,,,,,,,,,50000
34259,交通枢纽,34261,城际交通,782,飞机场,,综合机场,,,50100
,,,,,,,,,,50102
34259,交通枢纽,34261,城际交通,34013,机场休息室,机场休息室,,,,50104
,,,,,,,,,,50200
34259,交通枢纽,34261,城际交通,723,火车站,,,,,50201
34259,交通枢纽,34260,市内交通,640,地铁/轻轨,,,,,50202
34259,交通枢纽,34261,城际交通,755,长途汽车站,,,,,50203
34259,交通枢纽,34260,市内交通,5146,公交车,,,,,50204
34259,交通枢纽,34261,城际交通,809,港口/码头,,,,,50300
65,爱车,34088,服务区,,,,,,,50400
,,,,,,,,,,50500
,,,,,,,,,,50600
,,,,,,,,,,50601
,,,,,,,,,,50602
,,,,,,,,,,50603
,,,,,,,,,,50604
,,,,,,,,,,50700
,,,,,,,,,,50701
,,,,,,,,,,50702
,,,,,,,,,,50800
65,爱车,180,停车场,,,,,,,50900
65,爱车,34073,加油充电,,,,国营,,,51000
65,爱车,34073,加油充电,236,加油站,,国营,,,51001
65,爱车,34073,加油充电,34091,加气站,,国营,,,51002
65,爱车,34073,加油充电,34092,充电站/桩,,民营,,,51003
65,爱车,177,配件厂商,,,汽车配件,,,,51100
65,爱车,34085,综合经销商,,,综合经销,,,,51100
65,爱车,176,维修保养,,,汽车养护,,,,51200
65,爱车,34087,改装调优,,,汽车改装,,,,51200
65,爱车,34074,救援理赔,259,车险理赔,汽车救援,,,,51300
65,爱车,34074,救援理赔,34111,道路救援,汽车救援,,,,51300
65,爱车,34074,救援理赔,,,汽车救援,,,,51300
65,爱车,34077,代办服务,,,汽车救援,,,,51300
80,生活服务,5240,汽车服务,,,汽车养护,,,,51300
80,生活服务,1044,更多汽车服务,,,汽车养护,,,,51300
65,爱车,34072,美容洗车,,,汽车养护,,,,51301
,,,,,,,,,,51302
65,爱车,178,租车,,,租车服务,,,,51303
65,爱车,34086,二手车,,,综合经销,,,,51304
,,,,,,,,,,51305
65,爱车,34084,4S店,,,品牌维修,,,,51400
65,爱车,34076,摩托车,,,摩托车服务,,,,51500
80,生活服务,26119,网站,,,,,,,60000
80,生活服务,26491,更多旅行服务,,,,,,,60000
80,生活服务,26491,更多生活服务,,,,,,,60000
80,生活服务,33958,商务服务,,,,,,,60000
80,生活服务,34270,自行车租赁,,,,,,,60000
80,生活服务,,,,,,,,,60000
80,生活服务,34003,金融,32721,货币兑换,,货币交易,,,60100
80,生活服务,34003,金融,34009,其他金融,,,,,60100
80,生活服务,34003,金融,,,,,,,60100
80,生活服务,34003,金融,34008,信用社,,信用社,,,60101
80,生活服务,34003,金融,3012,营业网点,,网点,,,60101
80,生活服务,34003,金融,3013,ATM自助网点,,ATM,,,60101
80,生活服务,34003,金融,237,银行,,网点,,,60101
80,生活服务,34003,金融,34005,保险公司,,,,,60103
80,生活服务,34003,金融,34006,典当行,,典当行,,,60105
80,生活服务,34003,金融,34007,拍卖行,,拍卖行,,,60105
80,生活服务,34003,金融,34004,证券投资,,,,,60107
80,生活服务,33971,便民服务,835,通信营业厅,,通讯营业厅,,,60200
80,生活服务,33971,便民服务,3002,电信营业厅,,电信营业厅,,,60201
80,生活服务,33971,便民服务,3004,联通营业厅,,联通营业厅,,,60202
80,生活服务,33971,便民服务,3008,铁通营业厅,,铁通营业厅,,,60203
80,生活服务,33971,便民服务,3006,网通营业厅,,通讯营业厅,,,60204
80,生活服务,33971,便民服务,3001,移动营业厅,,移动营业厅,,,60205
80,生活服务,33971,便民服务,3010,通讯营业厅,,通讯营业厅,,,60206
80,生活服务,33971,便民服务,32753,邮局,,邮局,,,60300
,,,,,,,,,,60400
80,生活服务,33986,搬家运输,32742,物流快递,,,,,60401
80,生活服务,33958,商务服务,34152,迷你自助仓储,,,,,60402
80,生活服务,836,房屋地产,26465,小区,,,,,60500
80,生活服务,836,房屋地产,26466,商务楼,,,,,60500
80,生活服务,836,房屋地产,33970,房产中介,,,,,60500
80,生活服务,836,房屋地产,34017,公寓,,,,,60500
80,生活服务,836,房屋地产,34021,学生公寓,,,,,60500
80,生活服务,836,房屋地产,34028,租房,,,,,60500
80,生活服务,836,房屋地产,34029,二手房,,,,,60500
80,生活服务,836,房屋地产,,,,,,,60500
80,生活服务,197,旅行社,,,,,,,60600
50,丽人,,,,,,,,,60700
50,丽人,158,美容/SPA,33955,皮肤管理,,,,,60701
50,丽人,158,美容/SPA,33957,脱毛,,,,,60701
50,丽人,158,美容、SPA,,,,,,,60701
50,丽人,158,美容/SPA,,,,,,,60701
50,丽人,2572,祛痘,,,,,,,60701
50,丽人,157,美发,,,,,,,60702
50,丽人,34281,养发,,,,,,,60702
50,丽人,33761,美甲美睫,160,美甲,,,,,60703
50,丽人,33761,美甲美睫,20043,美睫,,,,,60703
50,丽人,33761,美甲美睫,,,,,,,60703
50,丽人,158,美容/SPA,33956,美胸丰胸,,,,,60704
50,丽人,158,美容/SPA,34034,SPA美体,,,,,60704
50,丽人,159,瘦身纤体,,,,,,,60704
50,丽人,493,纹身,,,,,,,60704
50,丽人,2790,产后塑形,,,,,,,60704
50,丽人,2898,纹绣,,,,,,,60704
55,结婚,163,婚纱摄影,6698,影楼,,,,,60800
55,结婚,163,婚纱摄影,6699,工作室,,,,,60800
55,结婚,163,婚纱摄影,,,,,,,60800
55,结婚,33888,旅拍,,,,,,,60800
40,宴会,165,婚宴,1040,酒店婚宴,,,,,60800
40,宴会,165,婚宴,1191,餐厅婚宴,,,,,60800
40,宴会,165,婚宴,2738,婚礼会所,,,,,60800
40,宴会,165,婚宴,34056,洋房婚宴,,,,,60800
40,宴会,165,婚宴,,,,,,,60800
55,结婚,165,婚宴,,,,,,,60800
55,结婚,167,婚庆公司,1039,高端婚礼定制,,,,,60800
55,结婚,167,婚庆公司,27943,婚礼策划,,,,,60800
55,结婚,167,婚庆公司,34057,海外婚礼,,,,,60800
55,结婚,167,婚庆公司,34108,求婚策划,,,,,60800
55,结婚,162,婚纱礼服,983,晚礼服,,,,,60800
55,结婚,162,婚纱礼服,1016,旗袍/龙凤褂,,,,,60800
55,结婚,162,婚纱礼服,25411,女士婚纱,,,,,60800
55,结婚,162,婚纱礼服,,,,,,,60800
55,结婚,25412,西服定制,,,,,,,60800
55,结婚,191,珠宝首饰,2814,裸钻定制,,,,,60800
55,结婚,191,珠宝首饰,2816,品牌珠宝,,,,,60800
55,结婚,191,珠宝首饰,2818,更多珠宝首饰,,,,,60800
55,结婚,191,珠宝首饰,6715,黄金珠宝,,,,,60800
55,结婚,166,彩妆造型,,,,,,,60800
55,结婚,164,司仪主持,,,,,,,60800
55,结婚,185,婚礼跟拍,,,,,,,60800
55,结婚,186,婚车租赁,,,,,,,60800
55,结婚,192,婚礼小商品,,,,,,,60800
55,结婚,6700,个性写真,,,,,,,60800
40,宴会,34110,场地布置,,,,,,,60800
40,宴会,34198,其他宴会,,,,,,,60800
55,结婚,167,婚庆公司,,,,,,,60800
55,结婚,6844,更多婚礼服务,,,,,,,60800
55,结婚,34299,情感咨询,,,,,,,60800
55,结婚,,,,,,,,,60800
70,亲子,193,亲子摄影,2782,全家福,,,,,60900
70,亲子,193,亲子摄影,33766,亲子照,,,,,60900
70,亲子,193,亲子摄影,33767,亲子婚纱照,,,,,60900
70,亲子,193,亲子摄影,34143,亲子旅拍,,,,,60900
70,亲子,193,亲子摄影,,,,,,,60900
70,亲子,193,亲子摄影,33793,满月照,,,,,60900
70,亲子,27813,儿童摄影,,,,,,,60900
70,亲子,34139,新生儿摄影,,,,,,,60900
70,亲子,33765,韩式儿童摄影,,,,,,,60900
70,亲子,27814,孕妇摄影,34137,孕妇照,,,,,60900
70,亲子,27814,孕妇摄影,34138,四维彩超,,,,,60900
70,亲子,27814,孕妇摄影,,,,,,,60900
70,亲子,33803,儿童乐园,33775,儿童主题乐园,,,,,60900
70,亲子,33803,儿童乐园,33776,运动探险,,,,,60900
70,亲子,33803,儿童乐园,33777,角色扮演,,,,,60900
70,亲子,33803,儿童乐园,33804,绘本馆,,,,,60900
70,亲子,33803,儿童乐园,33807,运动场馆,,,,,60900
70,亲子,33803,儿童乐园,,,,,,,60900
70,亲子,34146,亲子活动,33809,冬夏令营,,,,,60900
70,亲子,34146,亲子活动,33806,亲子DIY,,,,,60900
70,亲子,34146,亲子活动,,,,,,,60900
70,亲子,34148,亲子会所,,,,,,,60900
70,亲子,27761,早教中心,33768,亲子游泳,,,,,60900
70,亲子,27761,早教中心,33805,轮滑,,,,,60900
70,亲子,27761,早教中心,33769,蒙氏教育,,,,,60900
70,亲子,27761,早教中心,33770,大脑开发,,,,,60900
70,亲子,27761,早教中心,33771,情商培养,,,,,60900
70,亲子,27761,早教中心,33772,感觉统合,,,,,60900
70,亲子,27761,早教中心,33773,艺术启蒙,,,,,60900
70,亲子,27761,早教中心,33774,思维训练,,,,,60900
70,亲子,27761,早教中心,34203,综合早教中心,,,,,60900
70,亲子,27761,早教中心,188,幼儿科学,,,,,60900
70,亲子,27761,早教中心,,,,,,,60900
70,亲子,258,月子护理,2788,月子餐,,,,,60900
70,亲子,258,月子护理,2996,开奶催乳,,,,,60900
70,亲子,258,月子护理,27766,月子服务,,,,,60900
70,亲子,258,月子护理,,,,,,,60900
70,亲子,2784,月子会所,,,,,,,60900
70,亲子,258,月子护理,2786,月嫂,,,,,60900
70,亲子,27767,婴儿游泳,,,,,,,60900
70,亲子,27763,幼儿才艺,2982,儿童美术,,,,,60900
70,亲子,27763,幼儿才艺,2984,国学,,,,,60900
70,亲子,27763,幼儿才艺,2988,综合才艺,,,,,60900
70,亲子,27763,幼儿才艺,2992,儿童舞蹈,,,,,60900
70,亲子,27763,幼儿才艺,2994,儿童运动,,,,,60900
70,亲子,27763,幼儿才艺,33786,儿童乐器,,,,,60900
70,亲子,27763,幼儿才艺,33789,少儿跆拳道,,,,,60900
70,亲子,27763,幼儿才艺,34202,少儿围棋,,,,,60900
70,亲子,27763,幼儿才艺,,,,,,,60900
70,亲子,27762,幼儿外语,33780,兴趣英语,,,,,60900
70,亲子,27762,幼儿外语,33781,学科英语,,,,,60900
70,亲子,27762,幼儿外语,33785,绘本阅读,,,,,60900
70,亲子,27762,幼儿外语,,,,,,,60900
70,亲子,34117,婴儿护理,2833,婴儿理发,,,,,60900
70,亲子,34117,婴儿护理,34118,小儿推拿,,,,,60900
70,亲子,33797,宝宝派对,2832,诞生礼,,,,,60900
70,亲子,33797,宝宝派对,3000,派对策划布置,,,,,60900
70,亲子,33797,宝宝派对,33798,生日Party,,,,,60900
70,亲子,33797,宝宝派对,33799,婴儿纪念品,,,,,60900
70,亲子,33797,宝宝派对,,,,,,,60900
70,亲子,34045,儿童医院,,,,,,,60900
70,亲子,27768,产后恢复,,,,,,,60900
70,亲子,188,儿童STEM,2995,乐高,,,,,60900
70,亲子,20009,托班/托儿所,33800,寒暑托,,,,,60900
70,亲子,20009,托班/托儿所,33801,双语托班,,,,,60900
70,亲子,20009,托班/托儿所,33802,晚托,,,,,60900
70,亲子,20009,托班/托儿所,34134,日托,,,,,60900
70,亲子,20009,托班/托儿所,,,,,,,60900
70,亲子,20009,托班、托儿所,,,,,,,60900
70,亲子,33779,幼小衔接,,,,,,,60900
40,宴会,2831,宝宝宴,,,,,,,60900
70,亲子,188,儿童STEM,33778,综合教育,,,,,60900
70,亲子,188,儿童STEM,33856,教育机器人,,,,,60900
70,亲子,188,儿童STEM,34135,少儿编程,,,,,60900
70,亲子,188,儿童STEM,,,,,,,60900
70,亲子,27769,更多亲子服务,33810,其他亲子服务,,,,,60900
70,亲子,27769,更多亲子服务,,,,,,,60900
70,亲子,34115,海外生子,,,,,,,60900
70,亲子,34116,不孕不育,,,,,,,60900
70,亲子,34117,婴儿护理,,,,,,,60900
70,亲子,34119,孕期服务,,,,,,,60900
70,亲子,34136,儿童在线教育,,,,,,,60900
70,亲子,34147,儿童运动馆,,,,,,,60900
70,亲子,,,,,,,,,60900
,,,,,,,,,,60901
80,生活服务,195,家政,33997,保姆陪护,,,,,61000
80,生活服务,195,家政,33998,保洁清洗,,,,,61000
80,生活服务,195,家政,33999,其他家政,,,,,61000
80,生活服务,195,家政,,,,,,,61000
80,生活服务,33958,商务服务,34160,企业保洁,,,,,61000
95,宠物,34039,其他宠物,,,,,,,61100
95,宠物,,,,,,,,,61100
95,宠物,25147,宠物店,,,综合宠物店,,,,61101
95,宠物,34042,宠物食品用品,,,宠物用品,,,,61101
95,宠物,34043,购宠,,,活体销售,,,,61101
95,宠物,25148,宠物医院,,,宠物医疗,,,,61102
80,生活服务,33958,商务服务,34058,工商注册代理,,,,,61200
80,生活服务,33958,商务服务,33959,律师服务,,,,,61201
,,,,,,,,,,61202
,,,,,,,,,,61203
,,,,,,,,,,61204
,,,,,,,,,,61205
80,生活服务,33958,商务服务,34177,专利/商标/版权代理,,,,,61206
80,生活服务,2930,回收,33979,数码回收,,,,,61300
80,生活服务,2930,回收,33980,家具家电回收,,,,,61300
80,生活服务,2930,回收,33981,金银首饰回收,,,,,61300
80,生活服务,2930,回收,33982,奢侈品回收,,,,,61300
80,生活服务,2930,回收,33983,金属回收,,,,,61300
80,生活服务,2930,回收,33984,废品回收,,,,,61300
80,生活服务,2930,回收,33985,其他回收,,,,,61300
80,生活服务,2930,回收,,,,,,,61300
80,生活服务,33971,便民服务,33973,书刊订阅,,,,,61300
80,生活服务,33971,便民服务,33975,社区服务,,,,,61300
80,生活服务,33971,便民服务,,,,,,,61300
80,生活服务,34031,老年生活,34018,老年公寓,,,,,61300
80,生活服务,34031,老年生活,,,,,,,61300
80,生活服务,34154,心理咨询,,,,,,,61300
80,生活服务,33958,商务服务,33961,翻译服务,,,,,61400
80,生活服务,33958,商务服务,33962,咨询服务,,,,,61400
80,生活服务,33958,商务服务,34172,起名/风水/占卜,,,,,61400
,,,,,,,,,,61401
,,,,,,,,,,61402
,,,,,,,,,,61403
80,生活服务,980,售票点,3078,其他售票点,,,,,61500
80,生活服务,980,售票点,,,,,,,61500
80,生活服务,25462,演出票务,,,,,,,61500
80,生活服务,980,售票点,3070,飞机票代售点,,,,,61501
80,生活服务,980,售票点,3068,火车票代售点,,,,,61502
80,生活服务,980,售票点,3074,船票代售点,,,,,61503
80,生活服务,980,售票点,3072,长途汽车票代售点,,,,,61504
,,,,,,,,,,61505
80,生活服务,980,售票点,3076,景点售票处,,,,,61506
80,生活服务,33958,商务服务,33964,人才服务,,,,,61700
80,生活服务,33971,便民服务,33974,生活缴费,,,,,61800
,,,,,,,,,,61801
,,,,,,,,,,61802
80,生活服务,33958,商务服务,33960,设备维修,,,,,61900
80,生活服务,33976,家电数码维修,33977,数码维修,,,,,61900
80,生活服务,33976,家电数码维修,33978,其他家电数码维修,,,,,61900
80,生活服务,33976,家电数码维修,,,,,,,61900
80,生活服务,33976,家电数码维修,2978,家电维修,,,,,61901
80,生活服务,33976,家电数码维修,2976,电脑维修,,,,,61902
80,生活服务,33976,家电数码维修,2979,手机维修,,,,,61903
80,生活服务,26117,居家维修,2932,管道疏通,,,,,61904
80,生活服务,26117,居家维修,2934,开锁换锁,,,,,61904
80,生活服务,26117,居家维修,33987,家具维修,,,,,61904
80,生活服务,26117,居家维修,33988,房屋防水,,,,,61904
80,生活服务,26117,居家维修,33989,家装维修,,,,,61904
80,生活服务,26117,居家维修,33990,钟表维修,,,,,61904
80,生活服务,26117,居家维修,33991,电动/自行车维修,,,,,61904
80,生活服务,26117,居家维修,33992,摩托车维修,,,,,61904
80,生活服务,26117,居家维修,33993,其他居家维修,,,,,61904
80,生活服务,26117,居家维修,34173,裱画配框,,,,,61904
80,生活服务,26117,居家维修,,,,,,,61904
80,生活服务,33762,洗涤护理,6120,洗衣店,,,,,62000
80,生活服务,33762,洗涤护理,2974,裁缝改衣,,,,,62000
80,生活服务,33762,洗涤护理,32743,奢侈品护理,,,,,62000
80,生活服务,33762,洗涤护理,2980,修鞋擦鞋,,,,,62000
80,生活服务,33762,洗涤护理,34010,其他洗涤护理,,,,,62000
80,生活服务,33762,洗涤护理,32743,皮具洗护,,,,,62000
80,生活服务,33762,洗涤护理,,,,,,,62000
80,生活服务,2928,生活配送,34011,送水站,,,,,62100
80,生活服务,2928,生活配送,34012,送奶站,,,,,62100
80,生活服务,2928,生活配送,,,,,,,62100
80,生活服务,3064,快照摄影,,,,,,,62200
80,生活服务,33958,商务服务,34162,商业摄影摄像,,,,,62200
80,生活服务,33958,商务服务,34161,企业搬场,,,,,62300
80,生活服务,33986,搬家运输,2929,搬家,,,,,62300
80,生活服务,33986,搬家运输,,,,,,,62300
80,生活服务,33971,便民服务,33972,彩票,,,,,62400
80,生活服务,33994,丧葬,34068,殡葬服务,,,,,62500
80,生活服务,33994,丧葬,34069,墓地陵园,,,,,62500
80,生活服务,33994,丧葬,34070,殡葬用品,,,,,62500
80,生活服务,33994,丧葬,,,,,,,62500
80,生活服务,33994,丧葬,34263,陵园代销,,,,,62501
,,,,,,,,,,62502
80,生活服务,33994,丧葬,34071,殡仪馆,,,,,62503
80,生活服务,3066,文印图文,34001,广告印刷,,,,,62600
80,生活服务,3066,文印图文,34000,复印刻章,,,,,62600
80,生活服务,3066,文印图文,34002,其他文印图文,,,,,62600
80,生活服务,3066,文印图文,,,,,,,62600
30,休闲娱乐,2636,运动健身,,,,,,,70000
45,运动健身,,,,,,,,,70000
35,周边游,27852,滑雪,,,滑雪,,,,70100
30,休闲娱乐,2636,运动健身,150,体育场馆,,,,,70100
45,运动健身,145,更多运动场馆,,,,,,,70100
45,运动健身,150,体育场馆,,,,,,,70100
45,运动健身,34212,球类运动,155,保龄球馆,,保龄球|室内,,,70101
45,运动健身,34212,球类运动,153,网球场,,网球|室内,,,70101
45,运动健身,34212,球类运动,146,篮球场,,篮球,,,70101
45,运动健身,34212,球类运动,6702,足球场,,足球,,,70101
45,运动健身,34212,球类运动,152,羽毛球馆,,羽毛球|室内,,,70101
45,运动健身,34212,球类运动,6712,乒乓球馆,,乒乓球|室内,,,70101
30,休闲娱乐,2636,运动健身,34212,球类运动,,球类运动,,,70101
45,运动健身,34212,球类运动,156,台球馆,,台球|室内,,,70101
45,运动健身,34212,球类运动,6706,壁球馆,,壁球|室内,,,70101
45,运动健身,34212,球类运动,,,球类运动,,,,70101
30,休闲娱乐,2636,运动健身,151,游泳馆,,游泳|室内,,,70102
45,运动健身,151,游泳馆,,,游泳|室内,,,,70102
45,运动健身,34215,休闲运动,6713,溜冰场,,溜冰|室内,,,70103
45,运动健身,34215,休闲运动,6709,射箭馆,,射箭|户外,,,70103
30,休闲娱乐,2636,运动健身,34215,休闲运动,,休闲运动,,,70103
45,运动健身,34215,休闲运动,6708,攀岩馆,,攀岩|户外,,,70103
45,运动健身,34215,休闲运动,6710,马术场,,马术|户外,,,70103
45,运动健身,34215,休闲运动,34216,赛车,,赛车|户外,,,70103
45,运动健身,34215,休闲运动,34217,滑翔伞,,滑翔伞|户外,,,70103
45,运动健身,34215,休闲运动,,,,,,,70103
45,运动健身,6701,武术格斗,34218,拳击,,室内,,,70104
45,运动健身,6701,武术格斗,6703,跆拳道馆,,室内,,,70104
45,运动健身,6701,武术格斗,34220,摔跤,,室内,,,70104
45,运动健身,6701,武术格斗,6704,空手道馆,,室内,,,70104
45,运动健身,6701,武术格斗,34221,武术,,室内,,,70104
30,休闲娱乐,2636,运动健身,6701,武术格斗,,室内,,,70104
45,运动健身,6701,武术格斗,34219,泰拳,,室内,,,70104
45,运动健身,6701,武术格斗,,,,,,,70104
,,,,,,,,,,70112
,,,,,,,,,,70113
,,,,,,,,,,70117
,,,,,,,,,,70118
50,丽人,148,瑜伽,,,,,,,70200
50,丽人,149,舞蹈,33823,芭蕾舞,,芭蕾舞,,,70200
50,丽人,149,舞蹈,33824,拉丁舞,,拉丁舞,,,70200
50,丽人,149,舞蹈,33825,肚皮舞,,肚皮舞,,,70200
50,丽人,149,舞蹈,33826,街舞,,街舞,,,70200
50,丽人,149,舞蹈,33827,爵士舞,,爵士舞,,,70200
50,丽人,149,舞蹈,,,,,,,70200
30,休闲娱乐,2636,运动健身,147,健身中心,,健身房,,,70200
45,运动健身,147,健身中心,33844,健身房,,健身房,,,70200
45,运动健身,147,健身中心,33845,私教工作室,,私教工作室,,,70200
45,运动健身,147,健身中心,,,,健身房,,,70200
45,运动健身,34212,球类运动,154,高尔夫场,,高尔夫,,,70300
,,,,,,,,,,70400
30,休闲娱乐,137,游乐游艺,,,,,,,70401
35,周边游,33831,景点,20045,游乐园,,,,,70401
,,,,,,,,,,70402
30,休闲娱乐,20038,采摘、农家乐,,,户外|采摘|农家项目,,,,70403
30,休闲娱乐,20038,采摘/农家乐,,,户外|采摘|农家项目,,,,70403
35,周边游,20038,采摘/农家乐,,,户外|采摘|农家项目,,,,70403
,,,,,,,,,,70404
35,周边游,2916,水上娱乐,2838,漂流,水上项目|亲子,,,,70405
35,周边游,2916,水上娱乐,2852,水上乐园,水上项目|亲子,,,,70405
35,周边游,2916,水上娱乐,33836,海上项目,水上项目|亲子,,,,70405
35,周边游,2916,水上项目,,,水上项目|亲子,,,,70405
35,周边游,2916,水上娱乐,,,水上项目|亲子,,,,70405
15,K歌,2892,娱乐会所,,,室内,,,,70500
15,K歌,2894,录音棚,,,室内,,,,70500
25,电影演出赛事,33880,热门演出,,,室内,,,,70500
25,电影演出赛事,33881,赛事展览,,,室内,,,,70500
25,电影演出赛事,33882,其他电影演出赛事,,,室内,,,,70500
25,电影演出赛事,,,,,室内,,,,70500
30,休闲娱乐,144,DIY手工坊,,,室内|公司团建|朋友聚会,,,,70500
30,休闲娱乐,2754,密室,,,室内|公司团建|朋友聚会,,,,70500
30,休闲娱乐,6694,桌面游戏,,,室内|公司团建|朋友聚会,,,,70500
30,休闲娱乐,33857,VR,,,室内|公司团建|朋友聚会,,,,70500
30,休闲娱乐,34089,团建拓展,,,室内|公司团建,,,,70500
30,休闲娱乐,34090,新奇体验,,,室内|公司团建,,,,70500
30,休闲娱乐,,,,,室内|公司团建,,,,70500
,,,,,,,,,,70501
15,K歌,135,KTV,2890,量贩式KTV,室内|朋友聚会,量贩式,,,70502
15,K歌,135,KTV,34187,迷你KTV,室内|朋友聚会,迷你KTV,,,70502
15,K歌,135,KTV,,,室内|朋友聚会,,,,70502
15,K歌,,,,,室内|朋友聚会,,,,70502
30,休闲娱乐,135,KTV,2890,量贩式KTV,室内|朋友聚会,量贩式,,,70502
30,休闲娱乐,135,KTV,34187,迷你KTV,室内|朋友聚会,迷你KTV,,,70502
30,休闲娱乐,135,KTV,,,室内|朋友聚会,,,,70502
,,,,,,,,,,70503
,,,,,,,,,,70504
,,,,,,,,,,70505
30,休闲娱乐,32732,棋牌室,,,室内|朋友聚会,,,,70506
,,,,,,,,,,70507
30,休闲娱乐,20042,网吧、电竞,,,室内|朋友聚会,,,,70508
30,休闲娱乐,20042,网吧/电竞,,,室内|朋友聚会,,,,70508
30,休闲娱乐,20040,轰趴馆,,,室内|朋友聚会,,,,70509
25,电影演出赛事,25461,演出场馆,,,户外,,,,70600
25,电影演出赛事,33879,艺术中心/文化广场,,,室内,,,,70600
25,电影演出赛事,136,电影院,,,室内,,,,70601
30,休闲娱乐,20041,私人影院,,,室内|朋友聚会,,,,70602
25,电影演出赛事,33878,音乐厅/礼堂,,,室内,,,,70603
25,电影演出赛事,33877,剧场/剧院,,,室内,,,,70604
35,周边游,5672,温泉,,,,,,,70700
35,周边游,33831,景点,2840,影视基地,,现代景观,,,70700
35,周边游,33831,景点,2896,主题乐园,,现代景观,,,70700
35,周边游,33831,景点,2902,城市观光,,现代景观,,,70700
35,周边游,33831,景点,32745,自然风光,,自然景观|户外,,,70700
35,周边游,33831,景点,32749,其他景点,,,,,70700
35,周边游,33831,景点,,,,,,,70700
35,周边游,33832,旅游其他,,,,,,,70700
35,周边游,,,,,,,,,70700
,,,,,,,,,,70701
35,周边游,33831,景点,2836,古镇,,历史景观|户外|人文景观,,,70702
35,周边游,33831,景点,2901,名胜古迹,,历史景观|户外,,,70702
,,,,,,,,,,70703
35,周边游,33831,景点,25464,创意园区,,现代景观|户外,,,70704
35,周边游,33831,景点,32744,观光街区,,现代景观,,,70704
35,周边游,33831,景点,138,公园,,现代景观,,,70705
35,周边游,2834,动植物园,2958,动物园,,现代景观,,,70706
35,周边游,2834,动植物园,,,,现代景观,,,70706
35,周边游,2834,动植物园,33835,植物园,,现代景观,,,70707
35,周边游,2834,动植物园,,,,现代景观,,,70707
35,周边游,2834,动植物园,2956,海洋馆,,现代景观|室内,,,70708
,,,,,,,,,,70709
,,,,,,,,,,70710
,,,,,,,,,,70711
,,,,,,,,,,70712
