big_type_id,big_type_name,type_id,type_name,type_id,type_name,tag_2,tag_3,tag_2index,tag_3index,Wayz-CategoryID
10,美食,110,火锅,32712,澳门豆捞,,,,,30101
10,美食,110,火锅,32713,芋儿鸡,,,,,30101
10,美食,110,火锅,32726,腊排骨火锅,,特色菜,,234,30101
10,美食,110,火锅,32727,黑山羊火锅,,特色菜,,234,30101
10,美食,110,火锅,32729,涮涮锅,,,,,30101
10,美食,110,火锅,32730,猪肚鸡火锅,,特色菜,,234,30101
10,美食,110,火锅,32731,潮汕牛肉火锅,,特色菜,,234,30101
10,美食,110,火锅,32733,重庆火锅,,,,,30101
10,美食,110,火锅,33916,韩式火锅,,特色菜,,234,30101
10,美食,110,火锅,34060,川味火锅/麻辣火锅,,,,,30101
10,美食,110,火锅,34061,自助火锅,,,,,30101
10,美食,110,火锅,34062,日韩火锅,,,,,30101
10,美食,110,火锅,34063,打边炉/港式火锅,,特色菜,,234,30101
10,美食,110,火锅,34064,粥底火锅,,,,,30101
10,美食,110,火锅,34065,焖锅,,特色菜,,234,30101
10,美食,110,火锅,34066,蒸汽火锅,,特色菜,,234,30101
10,美食,110,火锅,34275,虾蟹火锅,,特色菜,,234,30101
10,美食,110,火锅,34276,地锅鸡,,特色菜,,234,30101
10,美食,110,火锅,34277,老北京火锅,,,,,30101
10,美食,110,火锅,34278,海鲜火锅,,,,,30101
10,美食,110,火锅,34279,炭火锅,,特色菜,,234,30101
10,美食,110,火锅,34280,云南火锅,,,,,30101
10,美食,110,火锅,32731,牛肉火锅,,,,,30101
10,美食,110,火锅,,,,,,,30101
10,美食,508,烧烤,4447,融合烤肉,,,,,30101
10,美食,508,烧烤,4449,烤串,,,,,30101
10,美食,508,烧烤,4593,烤翅,,,,,30101
10,美食,508,烧烤,34273,烤羊腿,,,,,30101
10,美食,508,烧烤,34274,炙子烤肉,,,,,30101
10,美食,508,烧烤,,,,,,,30101
10,美食,508,烤肉,,,,,,,30101
10,美食,508,烧肉,,,,,,,30101
10,美食,118,其他美食,248,云南菜|滇菜,,,,,30101
10,美食,6743,云贵菜,248,云南菜|滇菜,云贵菜,,,,30101
10,美食,6743,云贵菜,,,云贵菜,,,,30101
10,美食,118,其他美食,3243,新疆菜,,,,,30101
10,美食,3243,新疆菜,,,新疆菜,,,,30101
10,美食,251,江河湖海鲜,203,大闸蟹,,,,,30101
10,美食,251,江河湖海鲜,3233,江鲜,,,,,30101
10,美食,251,江河湖海鲜,33930,河豚,,特色菜,,234,30101
10,美食,251,江河湖海鲜,34242,肉蟹煲,,,,,30101
10,美食,251,江河湖海鲜,34243,海鲜,,,,,30101
10,美食,251,江河湖海鲜,34244,湖鲜,,,,,30101
10,美食,251,江河湖海鲜,4583,酸菜鱼|水煮鱼,,,,,30101
10,美食,251,海鲜,,,,,,,30101
10,美食,251,江河湖海鲜,,,,,,,30101
10,美食,6743,云贵菜,105,贵州菜|黔菜,云贵菜,,124124,,30101
10,美食,6743,云贵菜,,,云贵菜,,124124,,30101
10,美食,215,面馆,27863,烩面馆,,,,,30101
10,美食,215,面馆,33932,牛肉面,,,,,30101
10,美食,215,面馆,2983,热干面,,,,,30101
10,美食,215,面馆,,,,,,,30101
10,美食,215,面条,,,,,,,30101
10,美食,1817,粉面馆,,,,,,,30101
10,美食,1959,粥粉面,,,,,,,30101
10,美食,1959,粥粉面,2993,肥肠粉,,,,,30101
10,美食,1959,粥粉面,6769,粉面/米线,,,,,30101
10,美食,1959,粥粉面,27797,牛肉粉,,,,,30101
10,美食,1959,粥粉面,3049,酸辣粉,,,,,30101
10,美食,1959,粥粉面,27864,土豆粉,,,,,30101
10,美食,219,小龙虾,,,,,,,30101
,,,龙虾,,,,,,,30101
10,美食,118,其他美食,247,江西菜,,,,,30101
10,美食,247,赣菜,,,,,,,30101
10,美食,247,江西菜,,,江西菜,,,,30101
10,美食,1783,家常菜,,,,,,,30101
10,美食,118,其他美食,26484,山西菜,,,,,30101
10,美食,3501,晋菜,,,,,,,30101
10,美食,250,创意菜,,,,,,,30101
10,美食,311,北京菜,25474,农家菜,京菜,农家菜,123,324235,30101
10,美食,25474,苏北土菜,,,,,,,30101
10,美食,25474,农家菜,25474,土菜|农家菜,,农家菜,,34543,30101
10,美食,25474,农家菜,,,,,,,30101
10,美食,1338,私房菜,,,,,,,30101
10,美食,34284,特色菜,,,,,,,30101
10,美食,101,本帮江浙菜,34256,上海本帮菜,江浙菜,特色菜,34543,34543,30101
10,美食,101,本帮江浙菜,34257,苏浙菜,江浙菜,,34543,,30101
10,美食,101,本帮江浙菜,,,江浙菜,,34543,,30101
10,美食,118,其他美食,252,其他中餐,,,,,30101
10,美食,118,其他美食,1387,广西菜,,,,,30101
10,美食,118,其他美食,1871,西藏菜,,,,,30101
10,美食,207,茶餐厅,,,,,,,30101
10,美食,20,民族菜,2810,傣味,,,,,30101
10,美食,20,民族菜,,,,,,,30101
10,美食,1865,海南菜,1865,海南菜,海南菜,,34543,,30101
10,美食,6679,豫菜,6679,豫菜,河南菜,,34543,,30101
10,美食,15777,中餐,,,,,,,30101
10,美食,,,4453,西式正餐,现代,,34543,,30102
10,美食,114,朝韩料理,,,,,,,30102
10,美食,114,韩国料理,,,,,,,30102
10,美食,113,日本菜,224,日本料理,日本菜,,34543,,30102
10,美食,113,日本菜,225,日式烧烤/烤肉,日本菜,,34543,,30102
10,美食,113,日本菜,226,日式简餐/快餐,日本菜,,34543,,30102
10,美食,113,日本菜,2821,日式火锅,日本菜,特色菜,34543,34543,30102
10,美食,113,日本菜,25151,日式自助,日本菜,特色菜,34543,34543,30102
10,美食,113,日本菜,33924,寿司,日本菜,特色菜,34543,34543,30102
10,美食,113,日本菜,34040,日式面条,日本菜,,34543,,30102
10,美食,113,日本菜,34041,日式铁板烧,日本菜,特色菜,34543,34543,30102
10,美食,113,日本料理,,,日本菜,,34543,,30102
10,美食,113,日本菜,,,日本菜,,34543,,30102
10,美食,115,东南亚菜,227,泰国菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,228,新加坡菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,229,印度菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,230,越南菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,4505,其他东南亚菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,34223,南洋中菜,东南亚菜,特色菜,34543,34543,30102
10,美食,115,东南亚菜,,,东南亚菜,,34543,,30102
10,美食,508,烧烤,253,拉美烧烤,,特色菜,,34543,30102
10,美食,508,烧烤,32723,韩式烤肉,,,,,30102
10,美食,508,烧烤,253,南美烤肉,,,,,30102
10,美食,116,西餐,231,法国菜,商务,法国菜,,,30102
10,美食,116,西餐,33942,意大利面,商务|现代,意大利菜,,,30102
10,美食,116,西餐,232,意大利菜,商务|现代,意大利菜,,,30102
10,美食,116,西餐,233,西班牙菜,商务|现代,特色菜,,,30102
10,美食,116,西餐,238,西式简餐,商务|现代,,,,30102
10,美食,116,西餐,254,牛排,商务|现代,,,,30102
10,美食,116,西餐,24340,比萨,商务|现代,,,,30102
10,美食,116,西餐,34225,轻食沙拉,商务|现代,,,,30102
10,美食,116,西餐,34226,西餐自助,商务|现代,,,,30102
10,美食,116,西餐,1845,俄罗斯菜,商务|现代,俄罗斯菜,,,30102
10,美食,116,西餐,253,巴西烧烤,商务|现代,,,,30102
10,美食,116,西餐,234,中东菜,商务|现代,中东菜,,,30102
10,美食,116,西餐,234,中东菜,商务|现代,中东菜,,,30102
10,美食,112,小吃快餐,210,快餐简餐,,现代|普通消费,,,30200
10,美食,112,小吃快餐,211,生煎,,,,,30200
10,美食,112,小吃快餐,212,小笼,,,,,30200
10,美食,112,小吃快餐,213,馄饨,,,,,30200
10,美食,112,小吃快餐,214,锅贴,,,,,30200
10,美食,112,小吃快餐,216,米粉,,,,,30200
10,美食,112,小吃快餐,217,小吃,,,,,30200
10,美食,112,小吃快餐,221,麻辣烫,,,,,30200
10,美食,112,小吃快餐,1809,炸酱面,,,,,30200
10,美食,112,小吃快餐,1811,老北京小吃,,,,,30200
10,美食,112,小吃快餐,1819,饺子,,,,,30200
10,美食,112,小吃快餐,1821,粥店,,,,,30200
10,美食,112,小吃快餐,1881,包子,,,,,30200
10,美食,112,小吃快餐,1933,江浙小吃,江浙菜,,,,30200
10,美食,112,小吃快餐,3011,米线,,,,,30200
10,美食,112,小吃快餐,3083,米粉/米线,,,,,30200
10,美食,112,小吃快餐,4317,卤味鸭脖,,,,,30200
10,美食,112,小吃快餐,4465,熟食熏酱,,,,,30200
10,美食,112,小吃快餐,4509,水饺,,,,,30200
10,美食,112,小吃快餐,4509,馄饨/饺子,,,,,30200
10,美食,112,小吃快餐,4557,生煎/锅贴,,,,,30200
10,美食,112,小吃快餐,27806,粉丝汤,,,,,30200
10,美食,112,小吃快餐,32708,炸鸡炸串,,,,,30200
10,美食,112,小吃快餐,33918,韩式小吃,,,,,30200
10,美食,112,小吃快餐,34044,美食城,,,,,30200
10,美食,112,小吃快餐,34293,花甲,,网红,,,30200
10,美食,112,小吃快餐,34294,桂林米粉,,,,,30200
10,美食,112,小吃快餐,34295,黄焖鸡,,,,,30200
10,美食,112,小吃快餐,34296,烧鸡,,,,,30200
10,美食,112,小吃快餐,4409,东北饺子,,,,,30200
10,美食,112,小吃快餐,32709,豆腐脑,,,,,30200
10,美食,112,小吃快餐,27835,豆花,,,,,30200
10,美食,112,小吃快餐,27795,豆皮,,,,,30200
10,美食,112,小吃快餐,3101,饵丝饵块,,,,,30200
10,美食,112,小吃快餐,4469,干锅|香锅,,,,,30200
10,美食,112,小吃快餐,33936,港式小吃,,特色菜,,,30200
10,美食,112,小吃快餐,4565,锅巴菜,,,,,30200
10,美食,112,小吃快餐,2999,锅盔,,,,,30200
10,美食,112,小吃快餐,3099,过桥米线,,,,,30200
10,美食,112,小吃快餐,3245,胡辣汤,,,,,30200
10,美食,112,小吃快餐,3073,葫芦头,,特色菜,,,30200
10,美食,112,小吃快餐,32707,排骨米饭,,,,,30200
10,美食,112,小吃快餐,3079,泡馍,,,,,30200
10,美食,112,小吃快餐,,,大众消费,,,,30200
10,美食,210,快餐简餐,,,现代|普通消费,,,,30200
10,美食,217,小吃,221,麻辣烫,,,,,30200
10,美食,217,小吃,223,零食,,,,,30200
10,美食,217,小吃,1881,包子,,,,,30200
10,美食,217,小吃,2913,炖品,,,,,30200
10,美食,217,小吃,2923,牛杂,,,,,30200
10,美食,217,小吃,4509,馄饨/饺子,,,,,30200
10,美食,217,小吃,4557,生煎/锅贴,,,,,30200
10,美食,217,小吃,32717,钵钵鸡,,特色菜,,,30200
10,美食,217,小吃,27803,扁食,,,,,30200
10,美食,217,小吃,2997,抄手,,,,,30200
10,美食,217,小吃,4401,川味小吃,,,,,30200
10,美食,217,小吃,3197,春饼,,,,,30200
10,美食,217,小吃,4589,鸡架,,,,,30200
10,美食,217,小吃,2945,津味小吃,,,,,30200
10,美食,217,小吃,4415,口味虾,,,,,30200
10,美食,217,小吃,3077,凉皮/凉粉,,,,,30200
10,美食,217,小吃,33933,卤肉饭,,,,,30200
10,美食,217,小吃,4317,卤味/凉拌菜,,,,,30200
10,美食,217,小吃,222,卤味/熟食,,,,,30200
10,美食,217,小吃,32716,冒菜,,,,,30200
10,美食,217,小吃,3075,肉夹馍,,,,,30200
10,美食,217,小吃,27801,沙茶面,,,,,30200
10,美食,217,小吃,4599,砂锅店,,,,,30200
10,美食,217,小吃,2621,厦门小吃,,,,,30200
10,美食,217,小吃,222,熟食,,,,,30200
10,美食,217,小吃,2953,熟食/零食,,,,,30200
10,美食,217,小吃,4393,水盆羊肉,,,,,30200
10,美食,217,小吃,27796,汤包,,特色菜,,,30200
10,美食,217,小吃,32718,蹄花,,特色菜,,,30200
10,美食,217,小吃,3197,馅饼/春饼,,,,,30200
10,美食,217,小吃,4465,熏酱/熟食,,,,,30200
10,美食,217,小吃,4521,羊汤,,,,,30200
10,美食,217,小吃,34015,Brunch,,,,,30200
10,美食,217,小吃,,,现代|普通人气,,,,30200
,,,,1,炸鸡,,,,,30200
,,,,1,螺蛳粉,,,,,30200
,,,,10,汉堡,,,,,30200
,,,,216,兔头/兔丁,,,,,30200
,,,,349,卤味,,,,,30200
,,,,34214,美食广场,,,,,30200
,,,,27804,鱼丸,,,,,30200
,,,,4407,长沙小吃,,,,,30200
,,,,33914,猪扒包,,,,,30200
,,,小吃面食,,,,,,,30200
10,美食,117,面包甜点,34245,面包烘焙,,,,,30300
10,美食,117,面包甜点,,,,,,,30300
10,美食,117,面包/饮品,,,,,,,30300
10,美食,117,面包甜点,34246,甜品,,,,,30400
10,美食,117,面包甜点,,,,,,,30400
10,美食,117,面包甜点,627,甜点,,,,,30400
10,美食,117,面包甜点,33913,蛋挞,,,,,30400
10,美食,118,其他美食,133,酒吧,普通人气,,,,30500
10,美食,133,酒吧,2951,夜店,,,,,30500
10,美食,133,酒吧,33950,清吧,,,,,30500
10,美食,133,酒吧,33951,LiveHouse,,,,,30500
10,美食,133,酒吧,,,,,,,30500
30,休闲娱乐,133,酒吧,2951,夜店,,,,,30500
30,休闲娱乐,133,酒吧,33950,清吧,,,,,30500
30,休闲娱乐,133,酒吧,33951,Live House,,,,,30500
30,休闲娱乐,133,酒吧,33951,LiveHouse,,,,,30500
30,休闲娱乐,133,酒吧,,,,,,,30500
10,美食,132,咖啡厅,,,,,,,30600
10,美食,118,其他美食,134,茶馆,普通人气,,,,30700
10,美食,134,茶馆,,,,,,,30700
30,休闲娱乐,134,茶馆,,,,,,,30700
10,美食,117,面包/饮品,,,,,,,30800
10,美食,34236,饮品店,241,冰淇淋,,,,,30800
10,美食,34236,饮品店,34237,茶饮果汁,,,,,30800
10,美食,34236,饮品店,34238,酸奶,,,,,30800
10,美食,34236,饮品店,241,冰品,,,,,30800
10,美食,34236,饮品店,716,饮料冰品,,,,,30800
10,美食,34236,饮品店,1937,奶茶/果汁,,,,,30800
10,美食,34236,饮品店,,,现代,,,,30800
20,购物,131,更多购物场所,,,,,,,40000
20,购物,2776,批发店,,,,,,,40000
20,购物,32696,京味儿购物,,,复古,,,,40000
20,购物,,,,,,,,,40000
20,购物,119,综合商场,,,家居建材综合,,,,40100
20,购物,33858,居家日用,,,,,,,40101
20,购物,126,家居建材,6826,建材,,建材用品,,,40102
20,购物,126,家居建材,6827,成品家具,,家居用品,,,40102
20,购物,126,家居建材,6829,床品家纺,,家居用品,,,40102
20,购物,126,家居建材,6830,其他家具家居,,家居用品,,,40102
20,购物,126,家居建材,20023,智能家居,,家居用品,,,40102
20,购物,126,家居建材,32700,基础建材,,建材用品,,,40102
20,购物,126,家居建材,,,,,,,40102
80,生活服务,195,家政,34209,甲醛检测治理,,,,,40102
90,家居,6826,建材,32700,基础建材,,建材用品,,,40102
90,家居,6826,建材,33863,油漆涂料,,建材用品,,,40102
90,家居,6826,建材,33864,瓷砖石材,,建材用品,,,40102
90,家居,6826,建材,33865,墙纸墙艺,,建材用品,,,40102
90,家居,6826,建材,33868,集成吊顶,,建材用品,,,40102
90,家居,6826,建材,33869,家用五金,,建材用品,,,40102
90,家居,6826,建材,33870,地板,,建材用品,,,40102
90,家居,6826,建材,33871,楼梯,,建材用品,,,40102
90,家居,6826,建材,33872,木材板材,,建材用品,,,40102
90,家居,6826,建材,33873,门窗,,建材用品,,,40102
90,家居,6826,建材,33874,管材管件,,建材用品,,,40102
90,家居,6826,建材,33875,电工电料,,建材用品,,,40102
90,家居,6826,建材,34151,中央空调/采暖,,建材用品,,,40102
90,家居,6826,建材,,,建材用品,,,,40102
90,家居,25475,装修设计,,,建材用品,,,,40102
90,家居,25475,装修设计,20010,半包装修,,建材用品,,,40102
90,家居,25475,装修设计,20012,全包装修,,建材用品,,,40102
90,家居,25475,装修设计,34067,软装设计,,建材用品,,,40102
90,家居,32702,家具家居,6827,成品家具,,家居用品,,,40102
90,家居,32702,家具家居,6829,床品家纺,,纺织用品,,,40102
90,家居,32702,家具家居,6830,其他家具家居,,家居用品,,,40102
90,家居,32702,家具家居,20023,智能家居,,家居用品,,,40102
90,家居,32702,家具家居,32703,家居软装,,家居用品,,,40102
90,家居,32702,家具家居,33887,家饰餐厨,,厨房用品,,,40102
90,家居,32702,家具家居,34037,窗帘,,纺织用品,,,40102
90,家居,32702,家具家居,,,家居用品,,,,40102
90,家居,32704,家装卖场,33889,灯饰卖场,,灯具瓷器,,,40102
90,家居,32704,家装卖场,33890,家居卖场,,家居用品,,,40102
90,家居,32704,家装卖场,33891,建材卖场,,建材用品,,,40102
90,家居,32704,家装卖场,,,家居用品,,,,40102
90,家居,33867,厨卫洁具,,,厨房用品,,,,40102
90,家居,33876,灯饰照明,,,灯具瓷器,,,,40102
90,家居,33953,家装展会,,,家居用品,,,,40102
90,家居,34035,全屋/橱柜定制,33866,橱柜,,家居用品,,,40102
90,家居,34035,全屋/橱柜定制,34036,全屋定制,,家居用品,,,40102
90,家居,34035,全屋/橱柜定制,34038,家具定制,,家居用品,,,40102
90,家居,34035,全屋、橱柜定制,,,家居用品,,,,40102
90,家居,34035,全屋/橱柜定制,,,家居用品,,,,40102
90,家居,34209,甲醛检测治理,,,家居用品,,,,40102
90,家居,,,,,,,,,40102
20,购物,126,家居建材,32705,家用电器,,家电,,,40103
90,家居,32705,家用电器,,,,家电,,,40103
20,购物,187,超市、便利店,,,,,,,40200
20,购物,187,超市/便利店,,,,,,,40200
,,,,,,,,,,40201
,,,,,,,,,,40202
,,,,,,,,,,40400
20,购物,120,服饰鞋包,,,潮流时尚,,,,40401
20,购物,120,其他服饰鞋包,,,潮流时尚,,,,40401
20,购物,33943,服装,,,潮流时尚,,,,40401
20,购物,120,服饰鞋包,,,潮流时尚,,,,40402
20,购物,120,其他服饰鞋包,,,潮流时尚,,,,40402
20,购物,33905,箱包,,,潮流时尚,,,,40402
20,购物,120,服饰鞋包,,,潮流时尚,,,,40403
20,购物,120,其他服饰鞋包,,,潮流时尚,,,,40403
20,购物,33944,鞋靴,,,潮流时尚,,,,40403
20,购物,33906,内衣,,,,,,,40404
20,购物,121,运动户外,,,,,,,40405
20,购物,34204,自行、电动车及配件,,,,,,,40405
20,购物,34204,自行/电动车及配件,,,,,,,40405
,,,,,,,,,,40406
20,购物,33760,烟酒茶叶,,,,,,,40407
10,美食,33759,食品保健,223,零食,,大众消费,,,40408
10,美食,33759,食品保健,2920,保健品,,大众消费,,,40408
10,美食,33759,食品保健,4569,栗子/干果,,大众消费,,,40408
10,美食,33759,食品保健,34289,更多食品保健,,大众消费,,,40408
10,美食,33759,食品保健,,,,,,,40408
20,购物,124,数码产品,,,轻奢,,,,40409
20,购物,124,数码电器,,,轻奢,,,,40409
20,购物,6716,精工名表,,,奢侈,,,,40410
20,购物,6716,钟表,,,奢侈,,,,40410
20,购物,34149,植物花卉,26085,花店,,普通消费,,,40411
20,购物,34149,植物花卉,34150,绿植盆栽,,普通消费,,,40411
20,购物,34149,植物花卉,,,,,,,40411
80,生活服务,33971,便民服务,26085,花店,,,,,40411
